id,race_id,horse_number,Draw,Horse_ID,Country,Name,Age,weight_uk,weight,gears,Horse_rate,jockey_ID,jockey,trainer_ID,trainer,fav,odds,odds_decimal,Timeform_comments
298604,183345,4,8.0,133673,IRE,Night Raider,4,10-1,63.95,,105.0,1245,James Doyle,2632,K R Burke,,,,"Best form so far on AW but has never had the chance to run on a fast, flat 5f on quick turf, conditions he'll finally have here; has speed to burn and very bold show wouldn't surprise."
298605,183345,5,14.0,118027,GB,Rumstar,5,10-1,63.95,,113.0,3023,Rob Hornby,224,J G Portman,,20/1,21.0,"Bit below best at The Curragh last time; suited by 5f, acts on any, likes it fast; best form, such as when showing late burst in two 2025 Gr 3 wins, makes him a contender."
298606,183345,6,15.0,121913,IRE,Spartan Arrow,5,10-1,63.95,p,106.0,3300,Hollie Doyle,4143,A Watson,,,,Yard won this last year; well held up in class in Gr 2 at Goodwood last time; suited by an easy 5f and a sound surface; smart sort but this demands a career-best.
298607,183345,7,17.0,119596,GB,Washington Heights,5,10-1,63.95,,107.0,9,T Eaves,28,K A Ryan,,,,Very respectable sixth in this last year; form of latest C&D Listed-race win is working out well and each-way claims on that.
298608,183345,8,3.0,137676,IRE,Aint Nobody,3,9-13,63.0,p,99.0,5007,K Stott,28,K A Ryan,,,,"Plenty to find on balance of form, last time down the field in Listed race over 6f at Chester last time; cheekpieces first time; return to 5f may help but too much to find to appeal much."
298609,183345,9,9.0,135087,GB,Arizona Blaze,3,9-13,63.0,,113.0,4468,D Egan,1137,A Murray,,,,"Dependable colt who comes here in great form at 5-6f, last time winning well in 5f Gr 2 at The Curragh; that followed an excellent in 6f Gr 1 at Ascot; leading contender."
298610,183345,10,5.0,137148,AUS,Asfoora,7,9-12,62.55,b,114.0,3005,Oisin Murphy,4361,Henry Dwyer,1st,7/1,8.0,Ran to current form and still below best at Goodwood last time but ground there slower than ideal; sound fourth in this last year but even better form earlier in 2024; needs to refind that.
298611,183345,11,6.0,132183,USA,Frost At Dawn,4,9-12,62.55,v,109.0,2068,M Barzalona,493,W J Knight,,,,Ground was a bit slower than ideal when running well in Gr 2 at Goodwood latest; previous second of 20 in Ascot Gr 1 makes her an each-way player and trip/ground here are ideal.
298612,183345,12,7.0,153425,GB,Mgheera,5,9-12,62.55,,108.0,1055,W Buick,891,E Walker,2nd,11/1,12.0,Ran okay in second at The Curragh latest when tardy start didn't help; fast ground an unknown but form of her Gr 2 win at Haydock in May is good and is well worth considering.
298613,183345,13,11.0,129308,IRE,Shes Quality,4,9-12,62.55,b,108.0,5450,J J G Ryan,4237,J Davison,,,,"Four very good runs in second place this season, last time in Gr 2 at Goodwood; the emphasis on out-and-out speed in this particular race is a plus and well worth considering."
298614,183345,14,16.0,137158,GB,Celandine,3,9-10,61.65,,105.0,3574,Tom Marquand,891,E Walker,,33/1,34.0,Won Gr 2 Lowther (6f) here last year; bit below-par latest but previous reappearance third here (6f) showed she'd trained on; seemed to find 5f too sharp once last season.
298615,183345,15,2.0,142159,IRE,Sayidah Dariyan,3,9-10,61.65,,110.0,930,R L Moore,4207,R Hughes,,,,Travelled very well and then quickened when winning Gr 3 here over 6f last time; steadily progressive and may well be able to bridge the gap to Gr 1 level; probably pacey enough for 5f.
298616,183345,16,4.0,148032,IRE,Lady Iman,2,8-2,51.7,,106.0,18,J Fanning,1081,G M Lyons,,,,Only defeat in five runs came when outstayed over 6f; decisive win in 5f Gr 3 at Goodwood last time; suited by 5f and a sound surface; 2yos can win this race and much respected.
298617,183345,17,10.0,152685,GB,Spicy Marg,2,8-2,51.7,,94.0,239,Harry Bentley,318,M L W Bell,,,,"Back on track with decisive win in useful race at Goodwood last time; trip/ground look ideal but the other 2yo here, Lady Iman, has superior form so this filly needs to improve."
298618,183346,1,8.0,137023,IRE,Akecheta,5,9-12,62.55,,90.0,1802,S A Gray,3311,Kevin Coleman,2nd,13/2,7.5,"Unraced on faster than good; mostly creditable runs recently, last time finishing well from off the pace for fourth at Goodwood; this is arguably less competitive and leading claims."
298619,183346,2,10.0,129948,GB,Ciara Pearl,5,9-11,62.1,p,89.0,2068,M Barzalona,2301,D & C Kubler,,,,Bit below-par over 12f at Ascot last time; stays that trip but 10f is probably her optimum; bit more needed on balance of recent form.
298620,183346,3,9.0,136773,GB,Power Of Destiny,4,9-9,61.2,,87.0,4174,Rossa Ryan,152,R M Beckett,,,,"Trip/ground are fine and definite claims on best form but she will need to step up on recent below-par efforts, last time at Goodwood."
298621,183346,4,3.0,122436,GB,Roarin Success,5,9-7,60.3,,85.0,1055,W Buick,4104,Harry Charlton,,,,Game when winning at Hamilton on penultimate start and ran well again when front-running second at Doncaster last time; bit more needed in this better-contested race.
298622,183346,5,13.0,145005,IRE,Zgharta,3,9-4,58.95,h,89.0,3005,Oisin Murphy,256,A M Balding,1st,5/2,3.5,Didn't get a clear run when catching the eye at Goodwood (1m) last time; 10f winner earlier this season; much respected for leading trainer-jockey combination.
298623,183346,6,5.0,126897,IRE,Fiver Friday,5,9-3,58.5,,81.0,1026,D Allan,3475,Paul Traynor,,,,Well beaten in a handicap hurdle at Sligo latest; in better form on the Flat before that but more needed even on those efforts; fast ground would be a concern.
298624,183346,7,11.0,144764,GB,Wonder Star,3,8-13,56.65,,84.0,3574,Tom Marquand,147,W J Haggas,,,,Lightly-raced filly who was good second in competitive race at Goodwood last time on handicap debut; big chance on that up 2lb and ought to still be open to improvement.
298625,183346,8,12.0,121376,GB,Bint Al Daar,5,8-13,56.65,pt,77.0,6941,Alfie Gee,4239,K Frost,,,,"Hasn't been firing at all in recent runs and risky proposition at present; however, she's 8lb lower than when second in this last year and not ruled out in cheekpieces for the first time."
298626,183346,9,1.0,132221,IRE,Jujubella,4,8-11,55.75,p,75.0,1013,P J McDonald,4486,Lucinda & Scud,,40/1,41.0,Scored at Haydock on penultimate start; that was at a shade further but this trip is fine too; bit to find on balance up in grade.
298627,183346,10,4.0,153348,GB,Brielle,3,8-11,55.75,,82.0,29,David Probert,1642,D O'Meara,,12/1,13.0,"Fulfilled previous 8-12f promise when improving to win 1m novice at Hamilton latest; by stamina influence sire, so that augurs well for 10.3f; more needed but she's a potential improver."
298628,183346,11,2.0,145409,GB,Cape Flora,3,8-8,54.4,,79.0,1067,K T O'Neill,2414,J & T Gosden,,,,"Much-improved when winning at Leicester (10f) last time; up 11lb in better grade race but she's very well-bred and hails from a top yard, so could easily be up to it."
298629,183346,12,7.0,142368,IRE,Callisto Dream,3,8-8,54.4,,79.0,2892,Connor Beasley,4275,E Bethell,,,,"Lightly raced so it's possible she can find the bit more needed; however, pedigree raises stamina question upped in trip and others are preferred."
298630,183346,13,6.0,141119,IRE,Blessed Star,3,8-6,53.5,,77.0,239,Harry Bentley,4122,C Johnston,,,,"Consistent maiden at up to 1m, last time creditable third in Goodwood handicap; elements of pedigree are encouraging as regards 10.3f; worth considering."
298631,183347,1,10.0,155267,GB,Beny Nahar,2,9-7,60.3,,,1055,W Buick,4122,C Johnston,,,,"Similar level of form in two second places, last time in a novice at Haydock (7f; led, bit keen there); one of the likelier form contenders and has to be respected."
298632,183347,2,12.0,154936,GB,Bond,2,9-7,60.3,,,1013,P J McDonald,2338,P Twomey,,12/1,13.0,Well held fifth in a maiden over 8f at Killarney on debut; only 4-1 there so better was evidently expected; others appeal more.
298633,183347,3,9.0,155924,IRE,Ephron,2,9-7,60.3,,,2892,Connor Beasley,4201,G Tutty,,20/1,21.0,"24 March foal; 52,000euros breeze-up purchase by Calyx; dam useful at 10f; likely best watched."
298634,183347,4,4.0,154700,GB,Explosive Finnish,2,9-7,60.3,,,3930,Ben Sanderson,4239,K Frost,,,,Just a modicum of promise in a novice over 5f at Nottingham on debut; highly likely best watched.
298635,183347,5,7.0,151956,IRE,Frescobaldi,2,9-7,60.3,,,930,R L Moore,1283,A P O'Brien,1st,4/1,5.0,"Benefited from debut experience when close second in a maiden at Fairyhouse (7f) latest, going clear but nabbed late on; top yard won this in 2023; leading player."
298636,183347,6,5.0,155927,IRE,Ice Cube,2,9-7,60.3,,,3755,George Wood,4241,R Spencer,,,,"19 February foal; 50,000gns Phoenix Of Spain colt; dam very useful at 8f; likely best watched."
298637,183347,7,11.0,155928,IRE,Inishbeg,2,9-7,60.3,,,5007,K Stott,28,K A Ryan,2nd,7/1,8.0,"8 February foal; 500,000gns Ghaiyyath colt; half-brother to Volterra, very smart at 7f; dam useful at 6f; interesting on paper and warrants a market check for sure."
298638,183347,8,15.0,155278,GB,King Of Thunder,2,9-7,60.3,,,29,David Probert,4161,H Palmer,,,,Some promise when 5l fourth in a maiden over 6f at Ascot on debut but this definitely demands more.
298639,183347,9,2.0,153426,GB,Naval Light,2,9-7,60.3,,87.0,1245,James Doyle,2632,K R Burke,,,,"360,000gns 2yo; plenty of ability in three runs at 5-6f, last time second at Goodwood latest; shapes as though he'll stay 7f; sets the standard on form and leading contender."
298640,183347,10,8.0,154098,IRE,New Monarch,2,9-7,60.3,,,3005,Oisin Murphy,256,A M Balding,,,,"Second in both starts, at Newbury and then Ascot (led), both at 6f; pedigree suggests 7f should suit; bit more needed for his leading trainer-jockey combination."
298641,183347,11,14.0,155935,GB,Night Wolf,2,9-7,60.3,,,1922,Jason Hart,4110,J & S Quinn,,,,"17 February foal; 160,000gns Kodi Bear colt; half-brother to Galen, high-class at 10f; dam smart from 5f to 6f; probably best watched on debut."
298642,183347,12,1.0,155255,IRE,Red Spells Danger,2,9-7,60.3,,,1026,D Allan,470,T D Easterby,,,,"Promising debut third in a C&D novice last month; that form is reasonable and though more is needed here, not ruled out."
298643,183347,13,3.0,155354,FR,Sea The Power,2,9-7,60.3,,,5035,O McSweeney,4129,A Keatley,,,,"Raced freely when quite promising debut third third in a novice at Beverley debut; plenty more needed here, though."
298644,183347,14,6.0,155942,GB,Spyce,2,9-7,60.3,,,4174,Rossa Ryan,57,A King,,18/1,19.0,"8 March foal; 280,000gns breeze-up purchase by Too Darn Hot; half-brother to Accentuate, very useful at 8f; dam very useful at 8f; worth a precautionary market check."
298645,183347,15,13.0,154668,GB,Isle of Fernandez,2,9-2,58.05,,,9,T Eaves,28,K A Ryan,,,,Had benefited from debut experience when second in a 7f fillies' maiden at Goodwood latest; more needed against colts this time.
298646,183348,1,15.0,147215,IRE,Fearnot,3,9-9,61.2,h,104.0,29,David Probert,230,C G Cox,2nd,6/1,7.0,Most progressive and came on again when winning good handicap at Ascot last time; unraced as a 2yo and may continue progressing; 5lb rise is fair; leading player.
298647,183348,2,16.0,136748,GB,Dividend,3,9-4,58.95,,99.0,4174,Rossa Ryan,4202,Dr R Newland & J Insole,,18/1,19.0,Progressive colt who ran very well when fourth of 30 in top handicap at Ascot last time back in June; off a short break now; bit more needed up 4lb but could come on again.
298648,183348,3,10.0,152814,FR,Supido,3,9-4,58.95,p,99.0,1922,Jason Hart,45,Ian Williams,,22/1,23.0,Creditable runs in two very good 1m Ascot handicaps lately (better run in the first of them); cheekpieces first time; looks more exposed than some and may be vulnerable win-wise.
298649,183348,4,9.0,151973,GB,Montpellier,3,9-4,58.95,,99.0,930,R L Moore,4240,J Ferguson,1st,4/1,5.0,Lightly-raced and gradually progressive 3yo who ran well when running-on fourth at Goodwood (7f) last time; very much a contender upped to 1m now.
298650,183348,5,4.0,136793,GB,Yah Mo Be There,3,9-3,58.5,,98.0,4468,D Egan,4241,R Spencer,,,,Shaped as though a return to 1m might well suit when running-on fifth over 7f in decent handicap at Goodwood last time; met some trouble there too; feasible mark; interesting runner.
298651,183348,6,13.0,137936,IRE,Tiger Mask,3,9-2,58.05,p,97.0,3348,C Lee,2632,K R Burke,,,,Useful 2yo but didn't show enough on belated seasonal debut on Newcastle AW in June to make much appeal for now; cheekpieces first time; upped to 1m now.
298652,183348,7,5.0,141448,IRE,Fifth Column,3,9-2,58.05,p,97.0,1055,W Buick,2414,J & T Gosden,,,,Game when scoring at Newmarket (1m) on penultimate start before running well enough at Goodwood (when soft was possibly not ideal); top trainer-jockey combo; shortlisted.
298653,183348,8,6.0,145396,IRE,Teroomm,3,8-13,56.65,,94.0,3005,Oisin Murphy,2048,R Varian,,10/1,11.0,Too free last time and needs to settle better; Oisin Murphy taking over may well help and this colt has definite claims on the form of his good win at Haydock three starts back in May.
298654,183348,9,8.0,153480,IRE,Big Leader,3,8-13,56.65,,94.0,1013,P J McDonald,317,G R Oldroyd,,,,Made it three from three with narrow success on handicap debut at Thirsk last time; up 3lb in a better-contested race but he ought to be open to further progress.
298655,183348,10,11.0,142717,IRE,Sea Force,3,8-8,54.4,,89.0,3574,Tom Marquand,147,W J Haggas,,,,Yard won this last year; creditable series of runs continued at Goodwood last time; first-time cheekpieces worn there are left off; worth considering.
298656,183348,11,2.0,141138,IRE,King Casper,3,8-7,53.95,,88.0,3030,Joanna Mason,4161,H Palmer,,,,"Down the field in a handicap at Goodwood most recent, though ground there was possibly unsuitable; others are more progressive and appeal more."
298657,183348,12,17.0,140822,IRE,We Dare To Dream,3,8-7,53.95,,88.0,239,Harry Bentley,1642,D O'Meara,,,,Mostly creditable runs this season before below-par run at Goodwood latest (ground not as testing as 'heavy' description suggests and should have done better); opposable now.
298658,183348,13,12.0,139156,GB,Impartiality,3,8-6,53.5,p,87.0,2892,Connor Beasley,3406,Phillip Makin,,18/1,19.0,"Remains gradually progressive, last time showing career-best form when second at Goodwood; ground any faster than good an unknown but much respected otherwise."
298659,183348,14,1.0,138284,GB,Sir Paul Ramsey,3,8-6,53.5,,87.0,18,J Fanning,4122,C Johnston,,,,Career-best form with narrow success at Haydock last time; may be open to further progress at 1m so not ruled out despite being 5lb higher in better grade than last time.
298660,183348,15,3.0,140945,IRE,Point Of Contact,3,8-6,53.5,,87.0,1067,K T O'Neill,256,A M Balding,,,,Didn't get a clear run when running creditably at Goodwood last time; this lightly-raced colt hails from a leading yard and is very much an each-way contender.
298661,183348,16,14.0,146753,IRE,Miami Matrix,3,8-5,53.05,p,86.0,5307,Aiden Brookes,4161,H Palmer,,,,Progressive vein of form came to an end with down-the-field effort at Goodwood last time; cheekpieces first time; bit to find overall and others are preferred.
298662,183348,17,7.0,139084,IRE,Knights Gold,3,8-2,51.7,h,83.0,3300,Hollie Doyle,4202,Dr R Newland & J Insole,,,,"Having a fine season and though thwarted in his bid for a fifth win of 2025 last time, that close third (hampered) at Goodwood means he's very much an each-way contender at least here."
298663,183349,1,,112012,IRE,Dynamic Force,6,11-12,75.25,,,4274,D J O'Keeffe,352,T G McCourt,,,,"Forced wide from a poor draw and beaten 3 1/4l in a 7f handicap at Naas last time. Generally out of form; effective on fast ground up to 1m on the flat, but stamina remains to be proven over hurdles."
298664,183349,2,,121392,IRE,Matt Connor,5,11-12,75.25,h,,2946,D Meyler,953,J P Dempsey,,,,Made too much use of and finished down the field in a 12f handicap at The Curragh last time. Hood first time and back from a short break. A 10f flat winner but out of form and with a bit to prove starting over hurdles.
298665,183349,3,,144793,FR,Kabylia,5,11-5,72.1,ht,112.0,327,K M Donoghue,1431,G P Cromwell,1st,11/5,3.2,"Ran to form when second, beaten 1/2l in a 2m1f maiden hurdle at Cork last time. A bumper winner, she has been consistent over hurdles, is suited by good ground, and looks capable of winning soon."
298666,183349,4,,154728,IRE,Butch Coolidge,5,11-4,71.65,,,1485,B Hayes,4175,D H Kelly,,,,Ran well for a long way on bumper debut but was well beaten in a 2m2f bumper at Cork last time. Needs to show more now back over hurdles.
298667,183349,5,,155929,IRE,Itsaworkinmaniam,6,11-4,71.65,,,74,P T Enright,4290,B McMahon,2nd,10/1,11.0,Improved to win a maiden at Ballingarry over 3m by a length last time and returns from a short break. A 3m point winner who may be better suited to staying trips over hurdles.
298668,183349,6,,7356,IRE,Beir Bua,4,11-2,70.75,t,,5014,C M Quirke,81,A Slattery,,,,Still a touch green but ran to form when winning a mares' bumper at Wexford by 2 1/4l last time. Consistent in bumpers on good and yielding to soft ground.
298669,183349,7,,154624,IRE,King Bob,4,11-1,70.3,,,3226,S D Torrens,70,P J Rothwell,,,,Made a poor hurdles debut when down the field in a 2m2f maiden hurdle at Cork most recently. Looks one for the future rather than immediate success.
298670,183349,8,,153694,IRE,Eye Of A Tiger,5,10-11,68.45,,110.0,2645,J J Slevin,432,J P Ryan,,,,Below form despite strong support when 9l third in a 2m2f maiden hurdle at Sligo last time. Proven effective between 2m and 2m1f on good ground.
298671,183349,9,,123114,IRE,Randall Poets Lass,5,10-11,68.45,,,4905,B P Kennedy,87,S Fahey,,,,Ran poorly when beaten 7 1/4l in a Tramore handicap last time. A longstanding and frustrating maiden under both codes.
298672,183349,10,,155547,IRE,Ailbhe Ava,4,10-8,67.1,,,69,S W Flanagan,1431,G P Cromwell,,,,"Green and made mistakes on debut when well beaten in a 2m1f maiden hurdle at Wexford. Backed in the betting that day, so should be capable of better."
298673,183349,11,,142761,IRE,Awakening,4,10-8,67.1,,,4920,E Walsh,1314,J M Burke,,33/1,34.0,"Novicey jumping on debut when comfortably held in a 2m2f maiden hurdle at Sligo last time. Generally out of form, but capable of better judged on flat form."
298674,183349,12,,155534,IRE,Miss Bella Vista,4,10-8,67.1,,,3783,P J O'Hanlon,4169,D A McLoughlin,,,,Green and made mistakes on debut when well beaten in a maiden hurdle at Roscommon. Should improve with the experience.
298675,183349,13,,137937,GB,Top Spin Lob,4,10-8,67.1,h,,6982,E Finegan,4221,A McCann,,,,"Outpaced and failed to handle the surface when down the field in an 11f novice at Southwell last time. Returns from a long layoff, but showed minor ability over middle distances in the UK last summer."
298676,183350,1,,124420,IRE,Avondale,5,11-12,75.25,,,69,S W Flanagan,4190,B Connell,2nd,10/3,4.33,"Outpaced but finished strongly when fourth, beaten 3l, in the COLM QUINN BMW Novice Hurdle (Listed) over 2m1f at Galway last time. Steadily progressive and may prefer slightly further than 2m."
298677,183350,2,,104250,IRE,Catena Zapata,7,11-12,75.25,pt,120.0,327,K M Donoghue,4284,Ian Patrick Donoghue,,,,Quickened and improved for better ground under a positive ride when winning the Conditions Hurdle at Downpatrick over 2m2f by 5 1/2l last time. Could figure here.
298678,183350,3,,146501,IRE,Costacurta,5,11-12,75.25,,122.0,4274,D J O'Keeffe,66,H De Bromhead,1st,11/4,3.75,"Improved from debut, with winning margin exaggerated by a faller when landing a maiden hurdle here by 17l last time. Off a short break and effective between 16f and 19f; still progressing."
298679,183350,4,,124696,IRE,Dysart Dasher,8,11-12,75.25,t,117.0,83,P Townend,75,W P Mullins,,,,From the yard that won this last year. Quickened clear early and won a maiden hurdle here by 3l last time. Steadily progressive and can improve again if settling.
298680,183350,5,,145222,IRE,Full Confession,5,11-12,75.25,,122.0,1485,B Hayes,75,W P Mullins,,,,"From the yard successful in this last year. Improved as a cosy winner when suited by a positive ride down in trip, winning a maiden hurdle at Downpatrick over 2m2f by 2l last time. Progressing and will get further in time."
298681,183350,6,,154610,IRE,Ebony King,4,11-9,73.9,,,5014,C M Quirke,81,A Slattery,,,,"Made a very promising debut, showing a willing attitude when winning a maiden hurdle at Galway over 2m1f by 2 1/2l last time. Form franked and more to come; may stay a bit further than 2m."
298682,183351,1,,153954,FR,Liceo,5,11-12,75.25,,106.0,3783,P J O'Hanlon,4169,D A McLoughlin,,12/1,13.0,"Improved but not knocked about after a late error when well beaten in a maiden hurdle over 2m1f at Wexford last time; generally out of form, though progressing and capable of better judged on French flat form."
298683,183351,2,,89910,GB,Malbas,9,11-12,75.25,,106.0,4688,K E Buckley,4114,E Buckley,2nd,17/2,9.5,"Ran to form when scoring by a length off 100 over 2m here two starts back, benefitting from a clear passage; hampered at a key stage and flattened out when 13th beaten 22l off 106 last time; needs to improve."
298684,183351,3,,116759,IRE,Must Meet Cecil,7,11-10,74.35,b,104.0,5388,E Staples,4249,C Collins,,,,Made too much use of when 7 1/2l third in a claiming hurdle over 2m2f at Sligo on latest start; steadily progressive and wears blinkers for the first time.
298685,183351,4,,126734,IRE,Pampar Lady,6,11-10,74.35,,104.0,327,K M Donoghue,1431,G P Cromwell,,,,"Latest form emphatically franked, improving to land a handicap by 4l off 98 over 2m1f at Cork last time; progressing."
298686,183351,5,,130319,IRE,Smiling Bess,6,11-7,73.0,,101.0,2946,D Meyler,4226,R O'Sullivan,,,,"Returned to form back down in trip, just flattening out late when 7 1/2l third in a handicap hurdle over 2m2f at Cork after a break; should improve for the run."
298687,183351,6,,125063,IRE,Flidais,7,11-6,72.55,,100.0,435,D E Mullins,432,J P Ryan,,12/1,13.0,Never threatened and was comfortably held in a handicap hurdle over 2m1f at Sligo last time; generally out of form but has a top jockey back on board.
298688,183351,7,,146232,FR,Hudson,4,11-6,72.55,,103.0,4274,D J O'Keeffe,4328,Miss Ellmarie Holden,1st,7/1,8.0,"Improved slightly upped in trip when fourth, beaten 8 1/4l, in a maiden hurdle over 2m1f at Wexford last time; showed useful French flat form and may stay a bit further than 2m over hurdles."
298689,183351,8,,137008,IRE,Navy Guitar,6,11-6,72.55,ht,100.0,69,S W Flanagan,1137,A Murray,,,,"Improved when scoring by 3/4l off 92 over 2m2f at Sligo two starts back, quickening and holding on gamely; still green with mistakes when making too much use of last time, finishing 14th beaten 23l off 102; this demands more."
298690,183351,9,,35822,IRE,Brave Soldier,5,11-4,71.65,,98.0,74,P T Enright,517,M M McNiff,,,,Ran to form when 6 1/4l third in a handicap hurdle over 2m5f at Sligo on latest start; consistent.
298691,183351,10,,135974,IRE,Minority Interest,5,10-6,66.2,p,86.0,5901,C M Hogan,70,P J Rothwell,,,,"Below form on easier ground when needing the run, finishing down the field in a handicap hurdle over 2m4f at Killarney last time; cheekpieces applied for the first time."
298692,183352,1,,141771,IRE,Reiki Revolution,5,11-12,75.25,,110.0,74,P T Enright,70,P J Rothwell,,,,"Ran to form when finishing 5 1/2l third in a 3m maiden hurdle here on his most recent run. Usually held up and consistent at up to 3m on decent ground, though his jumping still leaves room for improvement."
298693,183352,2,,155000,FR,Krishna Bellevue,5,11-4,71.65,b,,2946,D Meyler,4226,R O'Sullivan,,,,"Made a bad error and did not find much, running to debut form when well beaten in a 2m4f maiden hurdle at Roscommon last time. Looks more one for handicaps."
298694,183352,3,,155931,IRE,Messi Magic,6,11-4,71.65,,,4408,R Deegan,4333,Denis Paul Murphy,,,,Yet to show real signs of ability and returns from a long absence. Needs to leave his point-to-point form behind if he is to make an impact under rules.
298695,183352,4,,154674,IRE,Mighty Berkshire,5,11-4,71.65,,,3060,J P O'Sullivan,1246,D Queally,,,,"Ran to debut form when comfortably held in a 2m6f maiden hurdle at Galway last time. Effective from 2 1/2m to 3/4m, shapes like a stayer and worth a try at 3m."
298696,183352,5,,146024,IRE,Quantum Quest,5,11-4,71.65,,114.0,2645,J J Slevin,66,H De Bromhead,,,,"From a yard that won this last year. Rallied gamely and ran to form when second, beaten 10l, in a 2m6f maiden hurdle at Downpatrick latest. Steadily progressive and generally consistent, with point form and recent effort suggesting 3m may suit."
298697,183352,6,,155638,IRE,Cuguilla,5,10-11,68.45,,,5375,Conor Clarke,432,J P Ryan,1st,40/1,41.0,Green and never threatened when well beaten on debut in a 2m maiden hurdle here on her only start. Best watched for now.
298698,183353,1,,147391,IRE,Long Road,6,11-12,75.25,p,91.0,3226,S D Torrens,70,P J Rothwell,,,,"Never threatened but ran roughly to form when finishing down the field on handicap chase debut over 2m6f at Roscommon most recently. Generally out of form, usually held up, and has a bit to find."
298699,183353,2,,128673,IRE,Dawn Escape,6,11-7,73.0,,86.0,69,S W Flanagan,1641,L Casey,,,,"Ran to form when stepping up in trip and grade, finishing fourth and beaten 8l in a handicap chase over 3m1f here last time."
298700,183353,3,,99693,IRE,Movie King,8,11-6,72.55,pt,85.0,5771,Mr B M Coonan,366,A J Martin,,,,"Ran to form and looked in need of the run when fitness gave way late, finishing 5 1/4l third in a handicap chase over 2m4f here most recently. Well treated on old form and should improve for that outing."
298701,183353,4,,101076,IRE,My Friend The Wind,10,11-6,72.55,p,85.0,3199,G B Noonan,418,E McNamara,,,,Returned to form but was comfortably held in a handicap chase over 2m6f at Roscommon last time. Generally out of form but probably needs this 3m now.
298702,183353,5,,124679,IRE,Ballagh Star,7,11-4,71.65,pt,83.0,4274,D J O'Keeffe,956,Mrs Y Dunleavy,,,,Appeared unsuited by the drop in trip when finishing down the field in a handicap chase over 2m6f at Tramore most recently. Not out of it.
298703,183353,6,,110094,IRE,Thehairyfella,10,11-4,71.65,p,83.0,3739,J W Kennedy,383,G Elliott,1st,9/2,5.5,"Rallied gamely and scored by a head off 80 over 3m at Downpatrick three starts back. Outpaced but rallied to finish fourth beaten 8 1/4l off 84 last time, still running to form. Worth stepping back up to 3m."
298704,183353,7,,141413,GB,Hit The Frame,6,11-3,71.2,bt,82.0,6618,A Harvey,3560,J P Flavin,,,,"Improved up in trip with an aggressive ride in first-time blinkers, going clear but beaten 3l off 79 in a handicap chase over 3m1f at Roscommon last time. Threat if building on that."
298705,183353,8,,129657,IRE,Container Madness,6,11-2,70.75,pt,81.0,2645,J J Slevin,451,M Brassil,,,,Never threatened but was ridden to see out the trip when well beaten in a handicap hurdle over 3m1f at Roscommon latest. Usually held up and should come on for that run. Of interest on chase debut.
298706,183353,9,,103428,IRE,Early Arrival,10,11-1,70.3,,80.0,2946,D Meyler,2617,J Barcoe,,,,Pulled up in a handicap chase over 2m6f at Tramore last time. Yet to take to chasing. May now prefer easier ground.
298707,183353,10,,120444,IRE,Tuff Days,8,10-9,67.55,p,74.0,4789,J P Shinnick,626,M Barry,,,,Fell in a handicap hurdle over 3m at Wexford last time and is out of form. Remains a maiden.
298708,183353,11,,145991,IRE,Captain Kate,6,10-7,66.65,p,72.0,6633,P Hanlon,95,E Sheehy,,,,"Ran to form when outpaced but saw out the trip well on chase debut, comfortably held in a handicap chase over 3m1f at Roscommon last time. Generally out of form and inconsistent in a short career."
298709,183353,12,,146418,IRE,Tennesse Boy,6,10-7,66.65,t,72.0,74,P T Enright,174,R Tyner,,,,Pulled up in a handicap hurdle over 2m4f at Tramore last time and has yet to show anything.
298710,183353,13,,57825,IRE,Father Jed,14,10-2,64.4,,67.0,5467,D King,432,J P Ryan,,,,"Continued in poor form when down the field in a handicap hurdle over 3m at Fairyhouse most recently. Generally out of form, returning from a long layoff, and looks regressive."
298711,183354,1,,124683,FR,Ho My Lord,7,11-12,75.25,,128.0,5575,P T Smithers,4194,P Roche,,,,Made mistakes but still ran to form when comfortably held in a 2m4f handicap chase at Wexford last time. Generally out of form and has a bit to find.
298712,183354,2,,123532,FR,Invictus Machin,7,11-9,73.9,h,125.0,327,K M Donoghue,1431,G P Cromwell,,,,"Winner of this race last year; ran to form when beaten 8 1/2l in a 2m7f handicap chase at Galway last time. Usually held up, with a top jockey back on board, but has a bit to find."
298713,183354,3,,125353,FR,Nouvotic,6,11-9,73.9,h,125.0,4274,D J O'Keeffe,66,H De Bromhead,1st,5/2,3.5,From a yard that has won two of the last ten renewals. Showed determination and improved from debut when winning a beginners' chase over 2m3f at Wexford by 2 1/2l last time. Should prove competitive in handicaps.
298714,183354,4,,128695,IRE,Sea Aster,7,11-2,70.75,p,118.0,3739,J W Kennedy,383,G Elliott,,,,"Latest form franked. Improved in a weaker race and won by 2l off 117 over 3m at Perth three runs back. Unsuited by how the race unfolded when a poor fourth, beaten 34l off 120 last time. Holds only a minor chance."
298715,183354,5,,127009,IRE,Dorans Law,7,10-12,68.9,p,114.0,3199,G B Noonan,70,P J Rothwell,,,,"Benefited from a late faller when scoring by 5l off 109 at Wexford two starts ago. Travelled well but flattened out after a bad mistake when fourth, beaten 17l off 111 last time. On a good mark based on chase form and may prefer some ease in the ground."
298716,183354,6,,116130,FR,Hascoeur Clermont,8,10-10,68.0,,112.0,4636,S O'Callaghan,1409,C Coakley,,,,Badly hampered by a loose horse and never competitive when comfortably held in a handicap chase at Wexford last time. Generally out of form but worth another chance.
